"","X","Characteristic","Electricity","Sourceofdrinkingwater","Timetowatersource","Sanitationfacility","Flooring","Personspersleepingroom"
"6232",6340,"Rural","Yes","Rain water","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"6233",6341,"Rural","Yes","Spring","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"6234",6342,"Rural","Yes","Well in residence","Less than 15 minutes","Own flush toilet","Earth sand","3-4"
"6235",6343,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"6236",6344,"Rural","Yes","Piped into residence","Less than 15 minutes","No facility bush","Earth sand","1-2"
"6237",6345,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"6238",6346,"Rural","No","Spring","Less than 15 minutes","No facility bush","Finished floor","5-6"
"6239",6347,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"6240",6348,"Rural","Yes","Rain water","Less than 15 minutes","No facility bush","Earth sand","3-4"
"6241",6349,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"6242",6350,"Rural","No","Well in residence","Less than 15 minutes","Traditional pit toilet","Rough wood/bamboo","3-4"
"6243",6351,"Rural","Yes","Public well","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"6244",6353,"Rural","Yes","Rain water","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"6245",6354,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"6246",6355,"Rural","Yes","River.stream","Less than 15 minutes","Own flush toilet","Earth sand","1-2"
"6247",6356,"Rural","Yes","Rain water","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"6248",6357,"Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Earth sand","7+"
"6249",6358,"Rural","Yes","Rain water","More than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"6250",6359,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"6251",6360,"Rural","No","Well in residence","Less than 15 minutes","No facility bush","Finished floor","1-2"
"6252",6361,"Rural","Yes","Public well","Less than 15 minutes","No facility bush","Finished floor","3-4"
"6253",6362,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"6254",6363,"Rural","Yes","Public well","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"6255",6364,"Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Finished floor","3-4"
"6256",6365,"Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Finished floor","1-2"
"6257",6366,"Rural","No","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","5-6"
"6258",6367,"Rural","Yes","Rain water","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"6259",6368,"Rural","No","Rain water","Less than 15 minutes","Traditional pit toilet","Rough wood/bamboo","1-2"
"6260",6369,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"6261",6370,"Rural","No","River.stream","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"6262",6371,"Rural","Yes","Well in residence","More than 15 minutes","No facility bush","Earth sand","1-2"
"6263",6372,"Rural","Yes","Well in residence","More than 15 minutes","Traditional pit toilet","Rough wood/bamboo","3-4"
"6264",6373,"Rural","Yes","Rain water","Less than 15 minutes","No facility bush","Rough wood/bamboo","1-2"
"6265",6374,"Rural","Yes","Rain water","More than 15 minutes","Own flush toilet","Finished floor","5-6"
"6266",6375,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"6267",6376,"Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Rough wood/bamboo","1-2"
"6268",6377,"Rural","Yes","Well in residence","Less than 15 minutes","Vent. imp. pit toilet","Finished floor","3-4"
"6269",6378,"Rural","Yes","River.stream","Less than 15 minutes","Traditional pit toilet","Finished floor","7+"
"6270",6379,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Rough wood/bamboo","3-4"
"6271",6380,"Rural","Yes","Well in residence","Less than 15 minutes","Vent. imp. pit toilet","Finished floor","1-2"
"6272",6381,"Rural","Yes","Well in residence","More than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"6273",6382,"Rural","No","Public well","Less than 15 minutes","Traditional pit toilet","Finished floor","5-6"
"6274",6383,"Rural","No","Rain water","Less than 15 minutes","No facility bush","Earth sand","3-4"
"6275",6384,"Rural","No","Public well","Less than 15 minutes","Vent. imp. pit toilet","Earth sand","1-2"
"6276",6385,"Rural","No","Well in residence","Less than 15 minutes","No facility bush","Earth sand","1-2"
"6277",6386,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"6278",6387,"Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Earth sand","5-6"
"6279",6388,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"6280",6389,"Rural","Yes","River.stream","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"6281",6390,"Rural","Yes","Rain water","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"6282",6391,"Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Earth sand","3-4"
"6283",6392,"Rural","Yes","Well in residence","Less than 15 minutes","Vent. imp. pit toilet","Earth sand","3-4"
"6284",6394,"Rural","Yes","Well in residence","Less than 15 minutes","Vent. imp. pit toilet","Rough wood/bamboo","1-2"
"6285",6395,"Rural","Yes","Piped into residence","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"6286",6396,"Rural","No","River.stream","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"6287",6397,"Rural","Yes","Pond.lake","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"6288",6398,"Rural","Yes","Rain water","Less than 15 minutes","No facility bush","Finished floor","1-2"
"6289",6399,"Rural","Yes","Public tap","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"6290",6400,"Rural","No","Rain water","Less than 15 minutes","Vent. imp. pit toilet","Earth sand","1-2"
"6291",6401,"Rural","Yes","River.stream","More than 15 minutes","Traditional pit toilet","Rough wood/bamboo","3-4"
"6292",6402,"Rural","Yes","River.stream","Less than 15 minutes","Traditional pit toilet","Earth sand","7+"
"6293",6403,"Rural","Yes","Rain water","Less than 15 minutes","Traditional pit toilet","Rough wood/bamboo","1-2"
"6294",6405,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"6295",6406,"Rural","Yes","Public well","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"6296",6407,"Rural","Yes","Well in residence","Less than 15 minutes","Vent. imp. pit toilet","Earth sand","1-2"
"6297",6408,"Rural","No","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","7+"
"6298",6409,"Rural","Yes","Rain water","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"6299",6410,"Rural","Yes","Rain water","Less than 15 minutes","No facility bush","Earth sand","3-4"
"6300",6411,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","7+"
"6301",6412,"Rural","Yes","Rain water","Less than 15 minutes","Vent. imp. pit toilet","Earth sand","3-4"
"6302",6413,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"6303",6414,"Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Earth sand","1-2"
"6304",6415,"Rural","Yes","Spring","Less than 15 minutes","Traditional pit toilet","Earth sand","7+"
"6305",6416,"Rural","Yes","Rain water","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"6306",6417,"Rural","No","Rain water","Less than 15 minutes","Traditional pit toilet","Earth sand","5-6"
"6307",6418,"Rural","No","River.stream","Less than 15 minutes","No facility bush","Finished floor","3-4"
"6308",6419,"Rural","Yes","River.stream","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"6309",6420,"Rural","Yes","River.stream","Less than 15 minutes","No facility bush","Finished floor","3-4"
"6310",6421,"Rural","Yes","Well in residence","Less than 15 minutes","Shared flush toilet","Earth sand","1-2"
"6311",6422,"Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Earth sand","1-2"
"6312",6423,"Rural","No","Rain water","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"6313",6424,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"6314",6425,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"6315",6426,"Rural","Yes","Well in residence","Less than 15 minutes","Vent. imp. pit toilet","Earth sand","3-4"
"6316",6427,"Rural","No","Spring","Less than 15 minutes","Own flush toilet","Finished floor","1-2"
"6317",6428,"Rural","Yes","Rain water","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"6318",6429,"Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Finished floor","3-4"
"6319",6430,"Rural","Yes","River.stream","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"6320",6431,"Rural","No","Well in residence","Less than 15 minutes","Own flush toilet","Finished floor","3-4"
"6321",6432,"Rural","Yes","Rain water","Less than 15 minutes","No facility bush","Earth sand","3-4"
"6322",6433,"Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Finished floor","5-6"
"6323",6434,"Rural","Yes","River.stream","Less than 15 minutes","No facility bush","Finished floor","3-4"
"6324",6435,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"6325",6436,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"6326",6437,"Rural","Yes","Well in residence","Less than 15 minutes","Own flush toilet","Finished floor","3-4"
"6327",6438,"Rural","Yes","Piped into residence","Less than 15 minutes","Traditional pit toilet","Finished floor","5-6"
"6328",6439,"Rural","No","River.stream","Less than 15 minutes","Traditional pit toilet","Earth sand","7+"
"6329",6440,"Rural","Yes","Rain water","Less than 15 minutes","Own flush toilet","Earth sand","1-2"
"6330",6441,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"6331",6442,"Rural","Yes","Pond.lake","Less than 15 minutes","Traditional pit toilet","Finished floor","5-6"
"6332",6443,"Rural","No","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","5-6"
"6333",6444,"Rural","No","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"6334",6445,"Rural","Yes","Rain water","Less than 15 minutes","Traditional pit toilet","Finished floor","5-6"
"6335",6446,"Rural","Yes","Rain water","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"6336",6447,"Rural","No","Well in residence","Less than 15 minutes","No facility bush","Finished floor","3-4"
"6337",6448,"Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Earth sand","5-6"
"6338",6449,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"6339",6450,"Rural","No","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"6340",6451,"Rural","No","River.stream","Less than 15 minutes","No facility bush","Earth sand","7+"
"6341",6452,"Rural","Yes","Spring","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"6342",6453,"Rural","Yes","Public tap","Less than 15 minutes","Traditional pit toilet","Finished floor","5-6"
"6343",6454,"Rural","Yes","Piped into residence","Less than 15 minutes","Traditional pit toilet","Rough wood/bamboo","3-4"
"6344",6455,"Rural","No","River.stream","Less than 15 minutes","Own flush toilet","Earth sand","7+"
"6345",6456,"Rural","No","Well in residence","More than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"6346",6457,"Rural","No","Public well","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"6347",6458,"Rural","Yes","Rain water","Less than 15 minutes","No facility bush","Earth sand","1-2"
"6348",6459,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","7+"
"6349",6460,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"6350",6461,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"6351",6462,"Rural","Yes","Spring","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"6352",6463,"Rural","Yes","Spring","Less than 15 minutes","No facility bush","Rough wood/bamboo","5-6"
"6353",6464,"Rural","Yes","Public well","Less than 15 minutes","No facility bush","Earth sand","1-2"
"6354",6465,"Rural","Yes","Public well","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"6355",6466,"Rural","No","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"6356",6467,"Rural","Yes","Rain water","More than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"6357",6468,"Rural","Yes","Well in residence","Less than 15 minutes","Vent. imp. pit toilet","Finished floor","5-6"
"6358",6469,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","5-6"
"6359",6470,"Rural","No","Rain water","Less than 15 minutes","Traditional pit toilet","Rough wood/bamboo","1-2"
"6360",6472,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"6361",6473,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Rough wood/bamboo","1-2"
"6362",6474,"Rural","No","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"6363",6475,"Rural","No","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"6364",6476,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"6365",6477,"Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Earth sand","1-2"
"6366",6478,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"6367",6479,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","5-6"
"6368",6480,"Rural","Yes","Public well","Less than 15 minutes","Vent. imp. pit toilet","Earth sand","7+"
"6369",6481,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"6370",6482,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","5-6"
"6371",6483,"Rural","Yes","Spring","Less than 15 minutes","Traditional pit toilet","Rough wood/bamboo","7+"
"6372",6484,"Rural","Yes","Rain water","Less than 15 minutes","Vent. imp. pit toilet","Earth sand","1-2"
"6373",6485,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"6374",6486,"Rural","No","Spring","Less than 15 minutes","Vent. imp. pit toilet","Earth sand","1-2"
"6375",6487,"Rural","No","Rain water","Less than 15 minutes","Traditional pit toilet","Finished floor","7+"
"6376",6488,"Rural","Yes","Rain water","Less than 15 minutes","Vent. imp. pit toilet","Earth sand","3-4"
"6377",6489,"Rural","Yes","Public well","Less than 15 minutes","No facility bush","Earth sand","3-4"
"6378",6490,"Rural","No","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","5-6"
"6379",6491,"Rural","Yes","River.stream","Less than 15 minutes","No facility bush","Earth sand","1-2"
"6380",6492,"Rural","No","Well in residence","Less than 15 minutes","No facility bush","Rough wood/bamboo","3-4"
"6381",6493,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"6382",6494,"Rural","Yes","Well in residence","More than 15 minutes","No facility bush","Earth sand","1-2"
"6383",6495,"Rural","Yes","Spring","Less than 15 minutes","Own flush toilet","Earth sand","1-2"
"6384",6496,"Rural","No","Rain water","Less than 15 minutes","Vent. imp. pit toilet","Earth sand","1-2"
"6385",6497,"Rural","Yes","River.stream","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"6386",6498,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"6387",6499,"Rural","Yes","Piped into residence","Less than 15 minutes","Traditional pit toilet","Finished floor","5-6"
"6388",6500,"Rural","Yes","Spring","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"6389",6501,"Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Finished floor","3-4"
"6390",6502,"Rural","No","Well in residence","Less than 15 minutes","No facility bush","Earth sand","1-2"
"6391",6503,"Rural","No","Pond.lake","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"6392",6504,"Rural","Yes","Rain water","Less than 15 minutes","Vent. imp. pit toilet","Finished floor","1-2"
"6393",6505,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"6394",6506,"Rural","No","Rain water","Less than 15 minutes","No facility bush","Rough wood/bamboo","3-4"
"6395",6507,"Rural","Yes","Rain water","More than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"6396",6508,"Rural","Yes","Rain water","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"6397",6509,"Rural","Yes","Rain water","Less than 15 minutes","No facility bush","Finished floor","1-2"
"6398",6510,"Rural","Yes","Spring","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"6399",6511,"Rural","No","Spring","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"6400",6512,"Rural","Yes","Public tap","Less than 15 minutes","No facility bush","Finished floor","5-6"
"6401",6513,"Rural","Yes","Public well","Less than 15 minutes","Vent. imp. pit toilet","Finished floor","1-2"
"6402",6514,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"6403",6515,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"6404",6516,"Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Rough wood/bamboo","3-4"
"6405",6517,"Rural","Yes","Spring","Less than 15 minutes","Own flush toilet","Finished floor","3-4"
"6406",6518,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"6407",6519,"Rural","No","Well in residence","Less than 15 minutes","Own flush toilet","Earth sand","1-2"
"6408",6520,"Rural","Yes","Public well","More than 15 minutes","Vent. imp. pit toilet","Finished floor","1-2"
"6409",6521,"Rural","No","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"6410",6522,"Rural","Yes","Well in residence","Less than 15 minutes","Own flush toilet","Earth sand","3-4"
"6411",6523,"Rural","Yes","Public well","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"6412",6524,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"6413",6525,"Rural","No","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","7+"
"6414",6526,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"6415",6527,"Rural","Yes","Piped into residence","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"6416",6528,"Rural","Yes","Public well","Less than 15 minutes","Vent. imp. pit toilet","Finished floor","3-4"
"6417",6529,"Rural","No","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"6418",6530,"Rural","Yes","Rain water","Less than 15 minutes","Vent. imp. pit toilet","Finished floor","1-2"
"6419",6531,"Rural","No","Rain water","Less than 15 minutes","No facility bush","Earth sand","1-2"
"6420",6532,"Rural","Yes","Rain water","Less than 15 minutes","Traditional pit toilet","Rough wood/bamboo","1-2"
"6421",6533,"Rural","No","Rain water","Less than 15 minutes","No facility bush","Earth sand","3-4"
"6422",6534,"Rural","Yes","Well in residence","Less than 15 minutes","Vent. imp. pit toilet","Earth sand","3-4"
"6423",6535,"Rural","No","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"6424",6536,"Rural","Yes","Well in residence","Less than 15 minutes","Vent. imp. pit toilet","Rough wood/bamboo","7+"
"6425",6538,"Rural","Yes","Well in residence","Less than 15 minutes","Vent. imp. pit toilet","Earth sand","1-2"
"6426",6539,"Rural","Yes","Spring","Less than 15 minutes","No facility bush","Earth sand","7+"
"6427",6540,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Rough wood/bamboo","5-6"
"6428",6541,"Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Finished floor","1-2"
"6429",6542,"Rural","No","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","7+"
"6430",6543,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"6431",6544,"Rural","Yes","Rain water","Less than 15 minutes","No facility bush","Finished floor","3-4"
"6432",6545,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"6433",6546,"Rural","Yes","River.stream","Less than 15 minutes","Vent. imp. pit toilet","Earth sand","1-2"
"6434",6547,"Rural","Yes","River.stream","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"6435",6548,"Rural","No","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","7+"
"6436",6549,"Rural","Yes","Rain water","Less than 15 minutes","No facility bush","Earth sand","7+"
"6437",6550,"Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Finished floor","3-4"
"6438",6551,"Rural","No","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"6439",6552,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"6440",6553,"Rural","No","Well in residence","More than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"6441",6554,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"6442",6555,"Rural","No","Well in residence","Less than 15 minutes","No facility bush","Earth sand","1-2"
"6443",6556,"Rural","No","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"6444",6557,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Rough wood/bamboo","1-2"
"6445",6558,"Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Earth sand","1-2"
"6446",6559,"Rural","Yes","Rain water","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"6447",6560,"Rural","No","Public well","Less than 15 minutes","Own flush toilet","Earth sand","3-4"
"6448",6561,"Rural","Yes","River.stream","Less than 15 minutes","No facility bush","Earth sand","1-2"
"6449",6562,"Rural","Yes","River.stream","Less than 15 minutes","No facility bush","Earth sand","7+"
"6450",6563,"Rural","No","Piped into residence","More than 15 minutes","Own flush toilet","Earth sand","3-4"
"6451",6564,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"6452",6565,"Rural","No","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"6453",6566,"Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Earth sand","1-2"
"6454",6567,"Rural","Yes","River.stream","Less than 15 minutes","Traditional pit toilet","Finished floor","7+"
"6455",6568,"Rural","Yes","Rain water","More than 15 minutes","No facility bush","Earth sand","3-4"
"6456",6569,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"6457",6570,"Rural","Yes","Rain water","Less than 15 minutes","Traditional pit toilet","Earth sand","7+"
"6458",6571,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Rough wood/bamboo","1-2"
"6459",6572,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"6460",6573,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"6461",6574,"Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Earth sand","5-6"
"6462",6575,"Rural","No","Well in residence","Less than 15 minutes","Own flush toilet","Finished floor","3-4"
"6463",6576,"Rural","Yes","Spring","More than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"6464",6577,"Rural","Yes","Rain water","Less than 15 minutes","Traditional pit toilet","Finished floor","5-6"
"6465",6578,"Rural","No","Well in residence","Less than 15 minutes","No facility bush","Finished floor","1-2"
"6466",6579,"Rural","Yes","Well in residence","More than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"6467",6580,"Rural","Yes","Well in residence","More than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"6468",6581,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","5-6"
"6469",6582,"Rural","Yes","River.stream","Less than 15 minutes","No facility bush","Rough wood/bamboo","3-4"
"6470",6583,"Rural","No","River.stream","Less than 15 minutes","No facility bush","Finished floor","1-2"
"6471",6584,"Rural","Yes","Spring","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"6472",6585,"Rural","Yes","Well in residence","Less than 15 minutes","Vent. imp. pit toilet","Rough wood/bamboo","1-2"
"6473",6587,"Rural","Yes","Well in residence","Less than 15 minutes","Vent. imp. pit toilet","Earth sand","1-2"
"6474",6588,"Rural","Yes","Rain water","Less than 15 minutes","Vent. imp. pit toilet","Earth sand","1-2"
"6475",6589,"Rural","No","Well in residence","Less than 15 minutes","No facility bush","Earth sand","1-2"
"6476",6590,"Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Finished floor","3-4"
"6477",6591,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"6478",6592,"Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Earth sand","5-6"
"6479",6593,"Rural","Yes","Rain water","Less than 15 minutes","Vent. imp. pit toilet","Finished floor","5-6"
"6480",6594,"Rural","Yes","Piped into residence","Less than 15 minutes","Traditional pit toilet","Finished floor","7+"
"6481",6595,"Rural","Yes","Well in residence","More than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"6482",6596,"Rural","No","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"6483",6597,"Rural","No","Well in residence","Less than 15 minutes","No facility bush","Finished floor","5-6"
"6484",6598,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"6485",6599,"Rural","Yes","Piped into residence","Less than 15 minutes","No facility bush","Finished floor","3-4"
"6486",6600,"Rural","No","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","5-6"
"6487",6601,"Rural","No","Rain water","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"6488",6602,"Rural","No","Spring","Less than 15 minutes","Traditional pit toilet","Earth sand","5-6"
"6489",6603,"Rural","No","Rain water","Less than 15 minutes","Vent. imp. pit toilet","Earth sand","3-4"
"6490",6604,"Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Finished floor","1-2"
"6491",6605,"Rural","Yes","Rain water","Less than 15 minutes","Own flush toilet","Rough wood/bamboo","1-2"
"6492",6606,"Rural","No","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"6493",6607,"Rural","No","Rain water","Less than 15 minutes","No facility bush","Finished floor","3-4"
"6494",6608,"Rural","Yes","Spring","Less than 15 minutes","Traditional pit toilet","Rough wood/bamboo","7+"
"6495",6609,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"6496",6610,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","5-6"
"6497",6611,"Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Rough wood/bamboo","1-2"
"6498",6612,"Rural","No","Spring","Less than 15 minutes","No facility bush","Finished floor","7+"
"6499",6613,"Rural","Yes","Public tap","Less than 15 minutes","Traditional pit toilet","Earth sand","5-6"
"6500",6614,"Rural","No","Rain water","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"6501",6615,"Rural","Yes","Rain water","Less than 15 minutes","Traditional pit toilet","Finished floor","5-6"
