"","Characteristic","Electricity","Sourceofdrinkingwater","Timetowatersource","Sanitationfacility","Flooring","Personspersleepingroom"
"5955","Rural","Yes","Public well","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"5956","Rural","No","Well in residence","Less than 15 minutes","No facility bush","Earth sand","3-4"
"5957","Rural","Yes","Rain water","Less than 15 minutes","Traditional pit toilet","Finished floor","5-6"
"5958","Rural","Yes","River.stream","Less than 15 minutes","Vent. imp. pit toilet","Earth sand","1-2"
"5959","Rural","Yes","Spring","More than 15 minutes","No facility bush","Earth sand","7+"
"5960","Rural","Yes","Pond.lake","Less than 15 minutes","No facility bush","Finished floor","1-2"
"5961","Rural","Yes","Well in residence","Less than 15 minutes","Vent. imp. pit toilet","Earth sand","3-4"
"5962","Rural","Yes","Well in residence","Less than 15 minutes","Vent. imp. pit toilet","Earth sand","3-4"
"5963","Rural","No","River.stream","Less than 15 minutes","No facility bush","Earth sand","1-2"
"5964","Rural","Yes","Public well","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"5965","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","7+"
"5966","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Rough wood/bamboo","3-4"
"5967","Rural","No","River.stream","Less than 15 minutes","No facility bush","Earth sand","3-4"
"5968","Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Finished floor","3-4"
"5969","Rural","No","River.stream","Less than 15 minutes","Traditional pit toilet","Rough wood/bamboo","1-2"
"5970","Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Finished floor","5-6"
"5971","Rural","Yes","Public well","Less than 15 minutes","Vent. imp. pit toilet","Finished floor","3-4"
"5972","Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Earth sand","3-4"
"5973","Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Finished floor","7+"
"5974","Rural","No","Spring","More than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"5975","Rural","Yes","Rain water","Less than 15 minutes","No facility bush","Earth sand","5-6"
"5976","Rural","Yes","Spring","Less than 15 minutes","No facility bush","Earth sand","1-2"
"5977","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"5978","Rural","No","Well in residence","Less than 15 minutes","Traditional pit toilet","Rough wood/bamboo","3-4"
"5979","Rural","Yes","Rain water","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"5980","Rural","Yes","Rain water","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"5981","Rural","No","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"5982","Rural","Yes","Piped into residence","Less than 15 minutes","Traditional pit toilet","Rough wood/bamboo","1-2"
"5983","Rural","No","Rain water","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"5984","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"5985","Rural","No","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"5986","Rural","No","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"5987","Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Earth sand","5-6"
"5988","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"5989","Rural","Yes","Public well","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"5990","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Rough wood/bamboo","5-6"
"5991","Rural","Yes","Public well","Less than 15 minutes","No facility bush","Finished floor","1-2"
"5992","Rural","No","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","5-6"
"5993","Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Earth sand","3-4"
"5994","Rural","Yes","Well in residence","Less than 15 minutes","Own flush toilet","Rough wood/bamboo","5-6"
"5995","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"5996","Rural","Yes","Public well","Less than 15 minutes","Own flush toilet","Earth sand","5-6"
"5997","Rural","Yes","Rain water","Less than 15 minutes","Traditional pit toilet","Earth sand","7+"
"5998","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"5999","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","7+"
"6000","Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Earth sand","3-4"
"6001","Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Finished floor","1-2"
"6002","Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Rough wood/bamboo","1-2"
"6003","Rural","Yes","Public well","Less than 15 minutes","Traditional pit toilet","Finished floor","5-6"
"6004","Rural","Yes","Piped into residence","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"6005","Rural","No","Well in residence","Less than 15 minutes","No facility bush","Earth sand","1-2"
"6006","Rural","Yes","Spring","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"6007","Rural","No","Well in residence","Less than 15 minutes","No facility bush","Earth sand","3-4"
"6008","Rural","Yes","Spring","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"6009","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Rough wood/bamboo","1-2"
"6010","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","5-6"
"6011","Rural","Yes","Rain water","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"6012","Rural","Yes","Rain water","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"6013","Rural","Yes","Well in residence","Less than 15 minutes","Vent. imp. pit toilet","Finished floor","7+"
"6014","Rural","Yes","Rain water","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"6015","Rural","Yes","Rain water","Less than 15 minutes","Traditional pit toilet","Finished floor","5-6"
"6016","Rural","Yes","River.stream","Less than 15 minutes","No facility bush","Finished floor","3-4"
"6017","Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Finished floor","5-6"
"6018","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"6019","Rural","Yes","Public well","Less than 15 minutes","Traditional pit toilet","Earth sand","5-6"
"6020","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","5-6"
"6021","Rural","Yes","Rain water","Less than 15 minutes","Traditional pit toilet","Earth sand","5-6"
"6022","Rural","Yes","Rain water","More than 15 minutes","No facility bush","Rough wood/bamboo","3-4"
"6023","Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Finished floor","1-2"
"6024","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"6025","Rural","No","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"6026","Rural","Yes","River.stream","Less than 15 minutes","No facility bush","Finished floor","3-4"
"6027","Rural","No","Well in residence","Less than 15 minutes","No facility bush","Finished floor","3-4"
"6028","Rural","Yes","Public well","Less than 15 minutes","Traditional pit toilet","Rough wood/bamboo","1-2"
"6029","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"6030","Rural","Yes","Spring","More than 15 minutes","No facility bush","Finished floor","1-2"
"6031","Rural","Yes","Well in residence","More than 15 minutes","Traditional pit toilet","Finished floor","Dont know/missing"
"6032","Rural","Yes","Spring","Less than 15 minutes","Traditional pit toilet","Rough wood/bamboo","1-2"
"6033","Rural","No","Spring","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"6034","Rural","No","Rain water","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"6035","Rural","No","Well in residence","Less than 15 minutes","No facility bush","Finished floor","3-4"
"6036","Rural","Yes","Public tap","Less than 15 minutes","Traditional pit toilet","Finished floor","Dont know/missing"
"6037","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"6038","Rural","No","Piped into residence","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"6039","Rural","Yes","River.stream","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"6040","Rural","No","Rain water","Less than 15 minutes","No facility bush","Finished floor","1-2"
"6041","Rural","No","River.stream","Less than 15 minutes","No facility bush","Earth sand","1-2"
"6042","Rural","No","Public well","Less than 15 minutes","No facility bush","Finished floor","1-2"
"6043","Rural","No","Rain water","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"6044","Rural","No","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"6045","Rural","Yes","Public well","Less than 15 minutes","No facility bush","Finished floor","1-2"
"6046","Rural","No","Rain water","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"6047","Rural","Yes","Public well","Less than 15 minutes","Traditional pit toilet","Finished floor","5-6"
"6048","Rural","No","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"6049","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"6050","Rural","Yes","River.stream","More than 15 minutes","No facility bush","Earth sand","3-4"
"6051","Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Finished floor","1-2"
"6052","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"6053","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Rough wood/bamboo","7+"
"6054","Rural","No","Spring","Less than 15 minutes","No facility bush","Earth sand","1-2"
"6055","Rural","Yes","Well in residence","Less than 15 minutes","Own flush toilet","Earth sand","7+"
"6056","Rural","No","Well in residence","More than 15 minutes","Own flush toilet","Earth sand","1-2"
"6057","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"6058","Rural","Yes","Rain water","Less than 15 minutes","No facility bush","Finished floor","1-2"
"6059","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"6060","Rural","Yes","River.stream","Less than 15 minutes","Vent. imp. pit toilet","Finished floor","5-6"
"6061","Rural","Yes","River.stream","Less than 15 minutes","No facility bush","Earth sand","1-2"
"6062","Rural","Yes","Rain water","Less than 15 minutes","Traditional pit toilet","Rough wood/bamboo","1-2"
"6063","Rural","Yes","River.stream","Less than 15 minutes","Traditional pit toilet","Rough wood/bamboo","1-2"
"6064","Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Earth sand","1-2"
"6065","Rural","No","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","5-6"
"6066","Rural","No","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"6067","Rural","Yes","Spring","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"6068","Rural","Yes","River.stream","Less than 15 minutes","Traditional pit toilet","Finished floor","5-6"
"6069","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"6070","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"6071","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","5-6"
"6072","Rural","Yes","Rain water","More than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"6073","Rural","Yes","Public well","Less than 15 minutes","No facility bush","Finished floor","1-2"
"6074","Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Finished floor","3-4"
"6075","Rural","No","Well in residence","Less than 15 minutes","No facility bush","Finished floor","1-2"
"6076","Rural","Yes","Pond.lake","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"6077","Rural","Yes","Public well","Less than 15 minutes","Traditional pit toilet","Earth sand","5-6"
"6078","Rural","Yes","River.stream","Less than 15 minutes","No facility bush","Earth sand","5-6"
"6079","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"6080","Rural","No","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"6081","Rural","Yes","Well in residence","More than 15 minutes","No facility bush","Finished floor","1-2"
"6082","Rural","Yes","Spring","Less than 15 minutes","Vent. imp. pit toilet","Finished floor","5-6"
"6083","Rural","No","Well in residence","Less than 15 minutes","No facility bush","Finished floor","1-2"
"6084","Rural","Yes","River.stream","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"6085","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"6086","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"6087","Rural","Yes","Piped into residence","Less than 15 minutes","Traditional pit toilet","Rough wood/bamboo","1-2"
"6088","Rural","No","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"6089","Rural","Yes","Well in residence","More than 15 minutes","No facility bush","Finished floor","1-2"
"6090","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","5-6"
"6091","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","5-6"
"6092","Rural","Yes","Rain water","Less than 15 minutes","No facility bush","Earth sand","1-2"
"6093","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"6094","Rural","Yes","Rain water","Less than 15 minutes","Traditional pit toilet","Rough wood/bamboo","Dont know/missing"
"6095","Rural","Yes","Public tap","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"6096","Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Rough wood/bamboo","1-2"
"6097","Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Finished floor","1-2"
"6098","Rural","Yes","River.stream","More than 15 minutes","No facility bush","Earth sand","7+"
"6099","Rural","Yes","River.stream","Less than 15 minutes","Traditional pit toilet","Earth sand","5-6"
"6100","Rural","Yes","River.stream","Less than 15 minutes","No facility bush","Earth sand","1-2"
"6101","Rural","Yes","Pond.lake","Less than 15 minutes","Traditional pit toilet","Rough wood/bamboo","Dont know/missing"
"6102","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","5-6"
"6103","Rural","No","Rain water","Less than 15 minutes","No facility bush","Earth sand","5-6"
"6104","Rural","Yes","Spring","Less than 15 minutes","No facility bush","Earth sand","1-2"
"6105","Rural","No","Spring","Less than 15 minutes","No facility bush","Finished floor","3-4"
"6106","Rural","No","Well in residence","Less than 15 minutes","Traditional pit toilet","Rough wood/bamboo","3-4"
"6107","Rural","Yes","Piped into residence","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"6108","Rural","No","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"6109","Rural","Yes","Rain water","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"6110","Rural","No","Well in residence","Less than 15 minutes","No facility bush","Earth sand","3-4"
"6111","Rural","Yes","Rain water","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"6112","Rural","No","Rain water","Less than 15 minutes","No facility bush","Earth sand","1-2"
"6113","Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Finished floor","1-2"
"6114","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"6115","Rural","No","River.stream","Less than 15 minutes","No facility bush","Earth sand","1-2"
"6116","Rural","Yes","Spring","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"6117","Rural","Yes","River.stream","Less than 15 minutes","Traditional pit toilet","Finished floor","Dont know/missing"
"6118","Rural","Yes","Public tap","Less than 15 minutes","No facility bush","Finished floor","1-2"
"6119","Rural","Yes","River.stream","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"6120","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","5-6"
"6121","Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Rough wood/bamboo","5-6"
"6122","Rural","Yes","Spring","More than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"6123","Rural","Yes","Rain water","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"6124","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","5-6"
"6125","Rural","Yes","Public well","Less than 15 minutes","No facility bush","Earth sand","5-6"
"6126","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"6127","Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Finished floor","1-2"
"6128","Rural","Yes","Rain water","Less than 15 minutes","Own flush toilet","Finished floor","Dont know/missing"
"6129","Rural","No","Spring","Less than 15 minutes","No facility bush","Finished floor","5-6"
"6130","Rural","No","Rain water","More than 15 minutes","No facility bush","Rough wood/bamboo","5-6"
"6131","Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Finished floor","1-2"
"6132","Rural","Yes","Well in residence","Less than 15 minutes","Own flush toilet","Finished floor","3-4"
"6133","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"6134","Rural","Yes","Rain water","Less than 15 minutes","Traditional pit toilet","Earth sand","7+"
"6135","Rural","Yes","Well in residence","Less than 15 minutes","Vent. imp. pit toilet","Earth sand","5-6"
"6136","Rural","No","Spring","Less than 15 minutes","Own flush toilet","Earth sand","3-4"
"6137","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"6138","Rural","Yes","Public well","Less than 15 minutes","Own flush toilet","Finished floor","3-4"
"6139","Rural","Yes","Well in residence","More than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"6140","Rural","Yes","Rain water","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"6141","Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Finished floor","3-4"
"6142","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"6143","Rural","Yes","Well in residence","Less than 15 minutes","Own flush toilet","Finished floor","5-6"
"6144","Rural","No","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"6145","Rural","Yes","Public well","More than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"6146","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Rough wood/bamboo","3-4"
"6147","Rural","Yes","Piped into residence","Less than 15 minutes","Own flush toilet","Finished floor","5-6"
"6148","Rural","Yes","Spring","Less than 15 minutes","No facility bush","Finished floor","3-4"
"6149","Rural","Yes","Rain water","Less than 15 minutes","Vent. imp. pit toilet","Finished floor","1-2"
"6150","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"6151","Rural","Yes","River.stream","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"6152","Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Earth sand","1-2"
"6153","Rural","No","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"6154","Rural","Yes","River.stream","Less than 15 minutes","Vent. imp. pit toilet","Earth sand","1-2"
"6155","Rural","No","Public well","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"6156","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"6157","Rural","Yes","River.stream","Less than 15 minutes","Traditional pit toilet","Rough wood/bamboo","1-2"
"6158","Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Finished floor","3-4"
"6159","Rural","Yes","River.stream","Less than 15 minutes","Own flush toilet","Finished floor","1-2"
"6160","Rural","Yes","Well in residence","More than 15 minutes","No facility bush","Finished floor","3-4"
"6161","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","7+"
"6162","Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Finished floor","1-2"
"6163","Rural","Yes","Public well","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"6164","Rural","No","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"6165","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","Dont know/missing"
"6166","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Rough wood/bamboo","3-4"
"6167","Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Finished floor","1-2"
"6168","Rural","No","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"6169","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"6170","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"6171","Rural","No","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"6172","Rural","Yes","Rain water","Less than 15 minutes","Vent. imp. pit toilet","Finished floor","1-2"
"6173","Rural","Yes","Spring","More than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"6174","Rural","No","Rain water","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"6175","Rural","Yes","Well in residence","Less than 15 minutes","Own flush toilet","Rough wood/bamboo","5-6"
"6176","Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Earth sand","3-4"
"6177","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"6178","Rural","No","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"6179","Rural","No","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"6180","Rural","Yes","Well in residence","Less than 15 minutes","Vent. imp. pit toilet","Earth sand","1-2"
"6181","Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Earth sand","3-4"
"6182","Rural","Yes","Well in residence","Less than 15 minutes","Vent. imp. pit toilet","Earth sand","7+"
"6183","Rural","No","River.stream","Less than 15 minutes","Own flush toilet","Earth sand","3-4"
"6184","Rural","Yes","Spring","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"6185","Rural","Yes","River.stream","Less than 15 minutes","Traditional pit toilet","Earth sand","5-6"
"6186","Rural","No","Pond.lake","Less than 15 minutes","Traditional pit toilet","Rough wood/bamboo","1-2"
"6187","Rural","Yes","Rain water","Less than 15 minutes","Traditional pit toilet","Rough wood/bamboo","1-2"
"6188","Rural","Yes","Piped into residence","Less than 15 minutes","Vent. imp. pit toilet","Finished floor","1-2"
"6189","Rural","Yes","Piped into residence","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"6190","Rural","Yes","Public well","Less than 15 minutes","Traditional pit toilet","Finished floor","7+"
"6191","Rural","Yes","Piped into residence","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"6192","Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Finished floor","3-4"
"6193","Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Earth sand","5-6"
"6194","Rural","No","Well in residence","Less than 15 minutes","No facility bush","Rough wood/bamboo","3-4"
"6195","Rural","No","Rain water","Less than 15 minutes","No facility bush","Earth sand","3-4"
"6196","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","7+"
"6197","Rural","Yes","Rain water","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"6198","Rural","Yes","Spring","Less than 15 minutes","Vent. imp. pit toilet","Earth sand","3-4"
"6199","Rural","Yes","Public well","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"6200","Rural","No","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"6201","Rural","Yes","Pond.lake","Less than 15 minutes","Vent. imp. pit toilet","Rough wood/bamboo","1-2"
"6202","Rural","Yes","Well in residence","Less than 15 minutes","Vent. imp. pit toilet","Earth sand","1-2"
"6203","Rural","No","Well in residence","Less than 15 minutes","Vent. imp. pit toilet","Earth sand","1-2"
"6204","Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Finished floor","5-6"
"6205","Rural","Yes","Well in residence","Less than 15 minutes","Vent. imp. pit toilet","Finished floor","3-4"
"6206","Rural","No","Well in residence","Less than 15 minutes","Vent. imp. pit toilet","Earth sand","5-6"
"6207","Rural","No","Spring","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"6208","Rural","Yes","Spring","Less than 15 minutes","Own flush toilet","Finished floor","1-2"
"6209","Rural","Yes","Rain water","Less than 15 minutes","No facility bush","Earth sand","5-6"
"6210","Rural","Yes","Spring","Less than 15 minutes","Traditional pit toilet","Finished floor","5-6"
"6211","Rural","Yes","Public well","Less than 15 minutes","Own flush toilet","Finished floor","1-2"
"6212","Rural","No","River.stream","Less than 15 minutes","No facility bush","Finished floor","1-2"
"6213","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"6214","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"6215","Rural","No","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"6216","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","7+"
"6217","Rural","Yes","River.stream","More than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"6218","Rural","No","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","5-6"
"6219","Rural","No","Rain water","Less than 15 minutes","Traditional pit toilet","Rough wood/bamboo","5-6"
"6220","Rural","Yes","Rain water","Less than 15 minutes","Traditional pit toilet","Rough wood/bamboo","1-2"
"6221","Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Earth sand","Dont know/missing"
"6222","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"6223","Rural","No","Rain water","Less than 15 minutes","Traditional pit toilet","Earth sand","1-2"
"6224","Rural","Yes","Spring","Less than 15 minutes","Traditional pit toilet","Finished floor","7+"
"6225","Rural","No","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","Dont know/missing"
"6226","Rural","No","Rain water","Less than 15 minutes","No facility bush","Rough wood/bamboo","5-6"
"6227","Rural","Yes","Spring","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"6228","Rural","Yes","Well in residence","Less than 15 minutes","Own flush toilet","Finished floor","1-2"
"6229","Rural","No","River.stream","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"6230","Rural","Yes","Well in residence","Less than 15 minutes","Vent. imp. pit toilet","Earth sand","1-2"
"6231","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","3-4"
"6232","Rural","Yes","Public well","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"6233","Rural","Yes","Rain water","Less than 15 minutes","Traditional pit toilet","Finished floor","3-4"
"6234","Rural","Yes","River.stream","Less than 15 minutes","No facility bush","Finished floor","1-2"
"6235","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","1-2"
"6236","Rural","No","Well in residence","Less than 15 minutes","No facility bush","Finished floor","3-4"
"6237","Rural","Yes","Well in residence","Less than 15 minutes","Own flush toilet","Earth sand","1-2"
"6238","Rural","No","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","5-6"
"6239","Rural","No","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","5-6"
"6240","Rural","Yes","Public well","More than 15 minutes","No facility bush","Earth sand","1-2"
"6241","Rural","No","River.stream","Less than 15 minutes","No facility bush","Finished floor","3-4"
"6242","Rural","Yes","Well in residence","More than 15 minutes","Traditional pit toilet","Finished floor","7+"
"6243","Rural","No","Well in residence","Less than 15 minutes","Traditional pit toilet","Earth sand","5-6"
"6244","Rural","No","Rain water","Less than 15 minutes","No facility bush","Finished floor","1-2"
"6245","Rural","Yes","Well in residence","Less than 15 minutes","Traditional pit toilet","Finished floor","7+"
"6246","Rural","No","Public well","Less than 15 minutes","Traditional pit toilet","Finished floor","5-6"
"6247","Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Earth sand","3-4"
"6248","Rural","Yes","Well in residence","Less than 15 minutes","No facility bush","Finished floor","3-4"
